drug,protein,ensp_id,sig_id
CHEMBL14460,P14416,ENSP00000354859,REP.A023_HT29_24H:M19
CHEMBL14460,P14416,ENSP00000354859,REP.A023_MCF7_24H:M19
CHEMBL14460,P14416,ENSP00000354859,REP.A023_PC3_24H:M19
CHEMBL14460,P14416,ENSP00000354859,REP.A023_YAPC_24H:M19
CHEMBL400236,P14416,ENSP00000354859,REP.A008_A375_24H:O07
CHEMBL400236,P14416,ENSP00000354859,REP.A008_HA1E_24H:O07
CHEMBL400236,P14416,ENSP00000354859,REP.A008_HELA_24H:O07
CHEMBL400236,P14416,ENSP00000354859,REP.A008_HT29_24H:O07
CHEMBL400236,P14416,ENSP00000354859,REP.A008_MCF7_24H:O07
CHEMBL400236,P14416,ENSP00000354859,REP.A008_PC3_24H:O07
CHEMBL400236,P14416,ENSP00000354859,REP.A008_YAPC_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_A375_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_HA1E_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_HELA_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_HT29_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_MCF7_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_PC3_24H:O07
CHEMBL252030,P14416,ENSP00000354859,REP.A008_YAPC_24H:O07
CHEMBL252818,P14416,ENSP00000354859,REP.A006_A375_24H:P13
CHEMBL252818,P14416,ENSP00000354859,REP.A006_HA1E_24H:P13
CHEMBL252818,P14416,ENSP00000354859,REP.A006_HELA_24H:P13
CHEMBL252818,P14416,ENSP00000354859,REP.A006_HT29_24H:P13
CHEMBL252818,P14416,ENSP00000354859,REP.A006_MCF7_24H:P13
CHEMBL252818,P14416,ENSP00000354859,REP.A006_PC3_24H:P13
CHEMBL252818,P14416,ENSP00000354859,REP.A006_YAPC_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_A375_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_HA1E_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_HELA_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_HT29_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_MCF7_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_PC3_24H:P13
CHEMBL400236,P14416,ENSP00000354859,REP.A006_YAPC_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_A375_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_HA1E_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_HELA_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_HT29_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_MCF7_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_PC3_24H:P13
CHEMBL252030,P14416,ENSP00000354859,REP.A006_YAPC_24H:P13
CHEMBL361875,P14416,ENSP00000354859,REP.A012_A375_24H:K01
CHEMBL361875,P14416,ENSP00000354859,REP.A012_HA1E_24H:K01
CHEMBL361875,P14416,ENSP00000354859,REP.A012_HELA_24H:K01
CHEMBL361875,P14416,ENSP00000354859,REP.A012_HT29_24H:K01
CHEMBL361875,P14416,ENSP00000354859,REP.A012_MCF7_24H:K01
CHEMBL361875,P14416,ENSP00000354859,REP.A012_PC3_24H:K01
CHEMBL361875,P14416,ENSP00000354859,REP.A012_YAPC_24H:K01
CHEMBL399203,P14416,ENSP00000354859,REP.A003_A375_24H:M19
CHEMBL399203,P14416,ENSP00000354859,REP.A003_HA1E_24H:M19
CHEMBL399203,P14416,ENSP00000354859,REP.A003_HELA_24H:M19
CHEMBL399203,P14416,ENSP00000354859,REP.A003_HT29_24H:M19
CHEMBL399203,P14416,ENSP00000354859,REP.A003_MCF7_24H:M19
CHEMBL399203,P14416,ENSP00000354859,REP.A003_PC3_24H:M19
CHEMBL399203,P14416,ENSP00000354859,REP.A003_YAPC_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_A375_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_HA1E_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_HELA_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_HT29_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_MCF7_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_PC3_24H:M19
CHEMBL654,P14416,ENSP00000354859,REP.A003_YAPC_24H:M19
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_A375_24H:P07
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_HA1E_24H:P07
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_HELA_24H:P07
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_HT29_24H:P07
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_MCF7_24H:P07
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_PC3_24H:P07
CHEMBL3597647,P14416,ENSP00000354859,REP.A002_YAPC_24H:P07
CHEMBL345803,P14416,ENSP00000354859,REP.A011_A375_24H:I01
CHEMBL345803,P14416,ENSP00000354859,REP.A011_HA1E_24H:I01
CHEMBL345803,P14416,ENSP00000354859,REP.A011_HELA_24H:I01
CHEMBL345803,P14416,ENSP00000354859,REP.A011_HT29_24H:I01
CHEMBL345803,P14416,ENSP00000354859,REP.A011_MCF7_24H:I01
CHEMBL345803,P14416,ENSP00000354859,REP.A011_PC3_24H:I01
CHEMBL345803,P14416,ENSP00000354859,REP.A011_YAPC_24H:I01
CHEMBL128,P14416,ENSP00000354859,REP.A027_A375_24H:C07
CHEMBL128,P14416,ENSP00000354859,REP.A027_HA1E_24H:C07
CHEMBL128,P14416,ENSP00000354859,REP.A027_HELA_24H:C07
CHEMBL128,P14416,ENSP00000354859,REP.A027_HT29_24H:C07
CHEMBL128,P14416,ENSP00000354859,REP.A027_MCF7_24H:C07
CHEMBL128,P14416,ENSP00000354859,REP.A027_PC3_24H:C07
CHEMBL128,P14416,ENSP00000354859,REP.A027_YAPC_24H:C07
CHEMBL589,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL589,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL589,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL589,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL589,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL589,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL589,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL348285,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL157138,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL531,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL434665,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL419792,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_A375_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_HA1E_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_HELA_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_HT29_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_MCF7_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_PC3_24H:N01
CHEMBL345458,P14416,ENSP00000354859,REP.A013_YAPC_24H:N01
CHEMBL268799,P14416,ENSP00000354859,REP.A025_A375_24H:B07
CHEMBL268799,P14416,ENSP00000354859,REP.A025_HA1E_24H:B07
CHEMBL268799,P14416,ENSP00000354859,REP.A025_HELA_24H:B07
CHEMBL268799,P14416,ENSP00000354859,REP.A025_HT29_24H:B07
CHEMBL268799,P14416,ENSP00000354859,REP.A025_MCF7_24H:B07
CHEMBL268799,P14416,ENSP00000354859,REP.A025_PC3_24H:B07
CHEMBL268799,P14416,ENSP00000354859,REP.A025_YAPC_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_A375_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_HA1E_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_HELA_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_HT29_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_MCF7_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_PC3_24H:B07
CHEMBL3318833,P14416,ENSP00000354859,REP.A025_YAPC_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_A375_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_HA1E_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_HELA_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_HT29_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_MCF7_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_PC3_24H:B07
CHEMBL3318834,P14416,ENSP00000354859,REP.A025_YAPC_24H:B07
CHEMBL268799,P14416,ENSP00000354859,LPROT002_A375_6H:P01
CHEMBL268799,P14416,ENSP00000354859,LPROT002_A375_6H:P03
CHEMBL268799,P14416,ENSP00000354859,LPROT002_A375_6H:P05
CHEMBL268799,P14416,ENSP00000354859,LPROT002_MCF7_6H:P02
CHEMBL268799,P14416,ENSP00000354859,LPROT002_MCF7_6H:P04
CHEMBL268799,P14416,ENSP00000354859,LPROT002_MCF7_6H:P06
CHEMBL268799,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O02
CHEMBL268799,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O04
CHEMBL268799,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O06
CHEMBL268799,P14416,ENSP00000354859,LPROT003_A549_6H:O02
CHEMBL268799,P14416,ENSP00000354859,LPROT003_A549_6H:O04
CHEMBL268799,P14416,ENSP00000354859,LPROT003_A549_6H:O06
CHEMBL268799,P14416,ENSP00000354859,LPROT003_PC3_6H:O01
CHEMBL268799,P14416,ENSP00000354859,LPROT003_PC3_6H:O03
CHEMBL268799,P14416,ENSP00000354859,LPROT003_PC3_6H:O05
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_A375_6H:P01
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_A375_6H:P03
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_A375_6H:P05
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_MCF7_6H:P02
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_MCF7_6H:P04
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_MCF7_6H:P06
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O02
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O04
CHEMBL3318833,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O06
CHEMBL3318833,P14416,ENSP00000354859,LPROT003_A549_6H:O02
CHEMBL3318833,P14416,ENSP00000354859,LPROT003_A549_6H:O04
CHEMBL3318833,P14416,ENSP00000354859,LPROT003_A549_6H:O06
CHEMBL3318833,P14416,ENSP00000354859,LPROT003_PC3_6H:O01
CHEMBL3318833,P14416,ENSP00000354859,LPROT003_PC3_6H:O03
CHEMBL3318833,P14416,ENSP00000354859,LPROT003_PC3_6H:O05
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_A375_6H:P01
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_A375_6H:P03
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_A375_6H:P05
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_MCF7_6H:P02
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_MCF7_6H:P04
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_MCF7_6H:P06
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O02
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O04
CHEMBL3318834,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O06
CHEMBL3318834,P14416,ENSP00000354859,LPROT003_A549_6H:O02
CHEMBL3318834,P14416,ENSP00000354859,LPROT003_A549_6H:O04
CHEMBL3318834,P14416,ENSP00000354859,LPROT003_A549_6H:O06
CHEMBL3318834,P14416,ENSP00000354859,LPROT003_PC3_6H:O01
CHEMBL3318834,P14416,ENSP00000354859,LPROT003_PC3_6H:O03
CHEMBL3318834,P14416,ENSP00000354859,LPROT003_PC3_6H:O05
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_A375_6H:P01
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_A375_6H:P03
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_A375_6H:P05
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_MCF7_6H:P02
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_MCF7_6H:P04
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_MCF7_6H:P06
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O02
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O04
CHEMBL3318835,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O06
CHEMBL3318835,P14416,ENSP00000354859,LPROT003_A549_6H:O02
CHEMBL3318835,P14416,ENSP00000354859,LPROT003_A549_6H:O04
CHEMBL3318835,P14416,ENSP00000354859,LPROT003_A549_6H:O06
CHEMBL3318835,P14416,ENSP00000354859,LPROT003_PC3_6H:O01
CHEMBL3318835,P14416,ENSP00000354859,LPROT003_PC3_6H:O03
CHEMBL3318835,P14416,ENSP00000354859,LPROT003_PC3_6H:O05
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_A375_6H:P01
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_A375_6H:P03
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_A375_6H:P05
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_MCF7_6H:P02
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_MCF7_6H:P04
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_MCF7_6H:P06
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O02
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O04
CHEMBL3318836,P14416,ENSP00000354859,LPROT002_NPC.TAK_6H:O06
CHEMBL3318836,P14416,ENSP00000354859,LPROT003_A549_6H:O02
CHEMBL3318836,P14416,ENSP00000354859,LPROT003_A549_6H:O04
CHEMBL3318836,P14416,ENSP00000354859,LPROT003_A549_6H:O06
CHEMBL3318836,P14416,ENSP00000354859,LPROT003_PC3_6H:O01
CHEMBL3318836,P14416,ENSP00000354859,LPROT003_PC3_6H:O03
CHEMBL3318836,P14416,ENSP00000354859,LPROT003_PC3_6H:O05
CHEMBL268799,P14416,ENSP00000354859,REP.A028_A375_24H:N07
CHEMBL268799,P14416,ENSP00000354859,REP.A028_HA1E_24H:N07
CHEMBL268799,P14416,ENSP00000354859,REP.A028_HELA_24H:N07
CHEMBL268799,P14416,ENSP00000354859,REP.A028_HT29_24H:N07
CHEMBL268799,P14416,ENSP00000354859,REP.A028_MCF7_24H:N07
CHEMBL268799,P14416,ENSP00000354859,REP.A028_PC3_24H:N07
CHEMBL268799,P14416,ENSP00000354859,REP.A028_YAPC_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_A375_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_HA1E_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_HELA_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_HT29_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_MCF7_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_PC3_24H:N07
CHEMBL3318833,P14416,ENSP00000354859,REP.A028_YAPC_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_A375_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_HA1E_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_HELA_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_HT29_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_MCF7_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_PC3_24H:N07
CHEMBL3318834,P14416,ENSP00000354859,REP.A028_YAPC_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_A375_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_HA1E_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_HELA_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_HT29_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_MCF7_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_PC3_24H:N07
CHEMBL3318835,P14416,ENSP00000354859,REP.A028_YAPC_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_A375_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_HA1E_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_HELA_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_HT29_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_MCF7_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_PC3_24H:N07
CHEMBL3318836,P14416,ENSP00000354859,REP.A028_YAPC_24H:N07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_A375_24H:M07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_HA1E_24H:M07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_HELA_24H:M07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_HT29_24H:M07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_MCF7_24H:M07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_PC3_24H:M07
CHEMBL332178,P14416,ENSP00000354859,REP.A003_YAPC_24H:M07
CHEMBL165504,P14416,ENSP00000354859,REP.A004_A375_24H:M13
CHEMBL165504,P14416,ENSP00000354859,REP.A004_HA1E_24H:M13
CHEMBL165504,P14416,ENSP00000354859,REP.A004_HELA_24H:M13
CHEMBL165504,P14416,ENSP00000354859,REP.A004_HT29_24H:M13
CHEMBL165504,P14416,ENSP00000354859,REP.A004_MCF7_24H:M13
CHEMBL165504,P14416,ENSP00000354859,REP.A004_PC3_24H:M13
CHEMBL165504,P14416,ENSP00000354859,REP.A004_YAPC_24H:M13
CHEMBL41491,P14416,ENSP00000354859,REP.A022_A375_24H:J01
CHEMBL41491,P14416,ENSP00000354859,REP.A022_HA1E_24H:J01
CHEMBL41491,P14416,ENSP00000354859,REP.A022_HELA_24H:J01
CHEMBL41491,P14416,ENSP00000354859,REP.A022_HT29_24H:J01
CHEMBL41491,P14416,ENSP00000354859,REP.A022_MCF7_24H:J01
CHEMBL41491,P14416,ENSP00000354859,REP.A022_PC3_24H:J01
CHEMBL41491,P14416,ENSP00000354859,REP.A022_YAPC_24H:J01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_A375_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_HA1E_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_HELA_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_HT29_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_MCF7_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_PC3_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A004_YAPC_24H:C01
CHEMBL298268,P14416,ENSP00000354859,REP.A026_A375_24H:G07
CHEMBL298268,P14416,ENSP00000354859,REP.A026_HA1E_24H:G07
CHEMBL298268,P14416,ENSP00000354859,REP.A026_HELA_24H:G07
CHEMBL298268,P14416,ENSP00000354859,REP.A026_HT29_24H:G07
CHEMBL298268,P14416,ENSP00000354859,REP.A026_MCF7_24H:G07
CHEMBL298268,P14416,ENSP00000354859,REP.A026_PC3_24H:G07
CHEMBL298268,P14416,ENSP00000354859,REP.A026_YAPC_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_A375_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_HA1E_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_HELA_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_HT29_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_MCF7_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_PC3_24H:G07
CHEMBL41125,P14416,ENSP00000354859,REP.A026_YAPC_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_A375_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_HA1E_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_HELA_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_HT29_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_MCF7_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_PC3_24H:G07
CHEMBL560739,P14416,ENSP00000354859,REP.A026_YAPC_24H:G07
CHEMBL299879,P14416,ENSP00000354859,REP.A009_A375_24H:F01
CHEMBL299879,P14416,ENSP00000354859,REP.A009_HA1E_24H:F01
CHEMBL299879,P14416,ENSP00000354859,REP.A009_HELA_24H:F01
CHEMBL299879,P14416,ENSP00000354859,REP.A009_HT29_24H:F01
CHEMBL299879,P14416,ENSP00000354859,REP.A009_MCF7_24H:F01
CHEMBL299879,P14416,ENSP00000354859,REP.A009_PC3_24H:F01
CHEMBL299879,P14416,ENSP00000354859,REP.A009_YAPC_24H:F01
CHEMBL164744,P14416,ENSP00000354859,REP.A020_A375_24H:G19
CHEMBL164744,P14416,ENSP00000354859,REP.A020_HA1E_24H:G19
CHEMBL164744,P14416,ENSP00000354859,REP.A020_HELA_24H:G19
CHEMBL164744,P14416,ENSP00000354859,REP.A020_HT29_24H:G19
CHEMBL164744,P14416,ENSP00000354859,REP.A020_MCF7_24H:G19
CHEMBL164744,P14416,ENSP00000354859,REP.A020_PC3_24H:G19
CHEMBL164744,P14416,ENSP00000354859,REP.A020_YAPC_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_A375_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_HA1E_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_HELA_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_HT29_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_MCF7_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_PC3_24H:G19
CHEMBL252818,P14416,ENSP00000354859,REP.A020_YAPC_24H:G19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_A375_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_HA1E_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_HELA_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_HT29_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_MCF7_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_PC3_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A008_YAPC_24H:B19
CHEMBL129035,P14416,ENSP00000354859,REP.A014_A375_24H:H01
CHEMBL129035,P14416,ENSP00000354859,REP.A014_HA1E_24H:H01
CHEMBL129035,P14416,ENSP00000354859,REP.A014_HELA_24H:H01
CHEMBL129035,P14416,ENSP00000354859,REP.A014_HT29_24H:H01
CHEMBL129035,P14416,ENSP00000354859,REP.A014_MCF7_24H:H01
CHEMBL129035,P14416,ENSP00000354859,REP.A014_PC3_24H:H01
CHEMBL129035,P14416,ENSP00000354859,REP.A014_YAPC_24H:H01
CHEMBL126834,P14416,ENSP00000354859,REP.A022_A375_24H:N19
CHEMBL126834,P14416,ENSP00000354859,REP.A022_HA1E_24H:N19
CHEMBL126834,P14416,ENSP00000354859,REP.A022_HELA_24H:N19
CHEMBL126834,P14416,ENSP00000354859,REP.A022_HT29_24H:N19
CHEMBL126834,P14416,ENSP00000354859,REP.A022_MCF7_24H:N19
CHEMBL126834,P14416,ENSP00000354859,REP.A022_PC3_24H:N19
CHEMBL126834,P14416,ENSP00000354859,REP.A022_YAPC_24H:N19
CHEMBL340608,P14416,ENSP00000354859,REP.A020_A375_24H:D01
CHEMBL340608,P14416,ENSP00000354859,REP.A020_HA1E_24H:D01
CHEMBL340608,P14416,ENSP00000354859,REP.A020_HELA_24H:D01
CHEMBL340608,P14416,ENSP00000354859,REP.A020_HT29_24H:D01
CHEMBL340608,P14416,ENSP00000354859,REP.A020_MCF7_24H:D01
CHEMBL340608,P14416,ENSP00000354859,REP.A020_PC3_24H:D01
CHEMBL340608,P14416,ENSP00000354859,REP.A020_YAPC_24H:D01
CHEMBL127038,P14416,ENSP00000354859,REP.A021_A375_24H:L01
CHEMBL127038,P14416,ENSP00000354859,REP.A021_HA1E_24H:L01
CHEMBL127038,P14416,ENSP00000354859,REP.A021_HELA_24H:L01
