drug,protein,ensp_id,sig_id
CHEMBL3589662,P03905,ENSP00000354961,LJP009_SKL.C_24H:I01
CHEMBL3357657,P03905,ENSP00000354961,REP.A006_MCF7_24H:P01
CHEMBL255312,P03905,ENSP00000354961,LJP005_BT20_24H:J01
CHEMBL6310,P03905,ENSP00000354961,REP.A015_A375_24H:B19
CHEMBL476312,P03905,ENSP00000354961,LJP007_HT29_24H:B13
CHEMBL372020,P03905,ENSP00000354961,REP.A026_PC3_24H:A07
CHEMBL3259917,P03905,ENSP00000354961,REP.A014_HT29_24H:P01
CHEMBL203211,P03905,ENSP00000354961,REP.A028_HA1E_24H:B13
CHEMBL264349,P03905,ENSP00000354961,REP.A027_MCF7_24H:N07
CHEMBL3286556,P03905,ENSP00000354961,LJP008_HT29_24H:L19
CHEMBL154517,P03905,ENSP00000354961,REP.A003_HT29_24H:K13
CHEMBL60270,P03905,ENSP00000354961,REP.A015_MCF7_24H:G07
CHEMBL144123,P03905,ENSP00000354961,REP.A013_PC3_24H:B13
CHEMBL392690,P03905,ENSP00000354961,LPROT001_NPC.TAK_6H:G20
CHEMBL128184,P03905,ENSP00000354961,REP.A006_MCF7_24H:H07
CHEMBL372020,P03905,ENSP00000354961,REP.A027_HA1E_24H:N07
CHEMBL199766,P03905,ENSP00000354961,REP.A017_HA1E_24H:C13
CHEMBL211358,P03905,ENSP00000354961,REP.A027_HA1E_24H:N07
CHEMBL409026,P03905,ENSP00000354961,REP.A015_HELA_24H:G07
CHEMBL245548,P03905,ENSP00000354961,REP.A025_MCF7_24H:F19
CHEMBL316983,P03905,ENSP00000354961,REP.A013_HELA_24H:B13
CHEMBL135,P03905,ENSP00000354961,REP.A005_MCF7_24H:F13
CHEMBL1337960CHEMBL95,P03905,ENSP00000354961,REP.A028_A375_24H:C13
CHEMBL385358,P03905,ENSP00000354961,REP.A001_HT29_24H:H19
CHEMBL310867,P03905,ENSP00000354961,REP.A007_HT29_24H:H19
CHEMBL435814,P03905,ENSP00000354961,LJP007_NEU_24H:K19
CHEMBL1214932,P03905,ENSP00000354961,REP.A013_HA1E_24H:M13
CHEMBL517866,P03905,ENSP00000354961,REP.A008_PC3_24H:H19
CHEMBL3330354,P03905,ENSP00000354961,REP.A006_PC3_24H:D01
CHEMBL195351,P03905,ENSP00000354961,REP.A018_HT29_24H:D13
CHEMBL60270,P03905,ENSP00000354961,REP.A011_A375_24H:I19
CHEMBL435814,P03905,ENSP00000354961,REP.A007_MCF7_24H:A19
CHEMBL50098,P03905,ENSP00000354961,REP.A012_HT29_24H:I01
CHEMBL301618,P03905,ENSP00000354961,REP.A021_HELA_24H:F13
CHEMBL1214932,P03905,ENSP00000354961,REP.A013_A375_24H:M13
CHEMBL378536,P03905,ENSP00000354961,REP.A012_HA1E_24H:P01
CHEMBL115600,P03905,ENSP00000354961,REP.A018_MCF7_24H:E13
CHEMBL395308,P03905,ENSP00000354961,REP.A002_YAPC_24H:P13
CHEMBL373535,P03905,ENSP00000354961,REP.A024_HELA_24H:E07
CHEMBL322348,P03905,ENSP00000354961,REP.A006_HT29_24H:H07
CHEMBL1214932,P03905,ENSP00000354961,REP.A007_PC3_24H:C01
CHEMBL44312,P03905,ENSP00000354961,LPROT001_A375_6H:F19
CHEMBL400236,P03905,ENSP00000354961,REP.A008_HA1E_24H:O07
CHEMBL3357657,P03905,ENSP00000354961,LJP006_A375_24H:B07
CHEMBL319037,P03905,ENSP00000354961,REP.A008_HELA_24H:H19
CHEMBL109405,P03905,ENSP00000354961,REP.A005_PC3_24H:F13
CHEMBL213457,P03905,ENSP00000354961,REP.A027_YAPC_24H:N07
CHEMBL435814,P03905,ENSP00000354961,REP.A021_A375_24H:E01
CHEMBL3286556,P03905,ENSP00000354961,LJP008_NEU_24H:L19
CHEMBL3527329,P03905,ENSP00000354961,REP.A013_HA1E_24H:I07
CHEMBL571610,P03905,ENSP00000354961,LPROT002_NPC.TAK_6H:K14
CHEMBL288447,P03905,ENSP00000354961,REP.A025_MCF7_24H:H07
CHEMBL319037,P03905,ENSP00000354961,REP.A014_A375_24H:N13
CHEMBL255312,P03905,ENSP00000354961,REP.A011_PC3_24H:O07
CHEMBL476312,P03905,ENSP00000354961,LJP007_SKL_24H:B13
CHEMBL21156,P03905,ENSP00000354961,REP.A008_PC3_24H:H19
CHEMBL170724,P03905,ENSP00000354961,REP.A024_HT29_24H:L07
CHEMBL3604842,P03905,ENSP00000354961,REP.A015_HELA_24H:L07
CHEMBL3286556,P03905,ENSP00000354961,LPROT001_NPC.TAK_6H:G16
CHEMBL111184,P03905,ENSP00000354961,REP.A024_PC3_24H:H13
CHEMBL301618,P03905,ENSP00000354961,REP.A024_HT29_24H:H13
CHEMBL145081,P03905,ENSP00000354961,REP.A026_MCF7_24H:A07
CHEMBL201472,P03905,ENSP00000354961,REP.A007_MCF7_24H:C01
CHEMBL449732,P03905,ENSP00000354961,REP.A003_HELA_24H:B07
CHEMBL21156,P03905,ENSP00000354961,REP.A024_PC3_24H:E19
CHEMBL294226,P03905,ENSP00000354961,REP.A011_HA1E_24H:I19
CHEMBL250483,P03905,ENSP00000354961,REP.A011_YAPC_24H:M13
CHEMBL377091,P03905,ENSP00000354961,REP.A002_MCF7_24H:G01
CHEMBL109405,P03905,ENSP00000354961,REP.A027_PC3_24H:N07
CHEMBL434,P03905,ENSP00000354961,REP.A014_HELA_24H:C13
CHEMBL78310,P03905,ENSP00000354961,REP.A023_HT29_24H:D13
CHEMBL213454,P03905,ENSP00000354961,REP.A019_YAPC_24H:L19
CHEMBL358527,P03905,ENSP00000354961,REP.A019_HA1E_24H:L19
CHEMBL207794,P03905,ENSP00000354961,REP.A002_PC3_24H:G01
CHEMBL3589662,P03905,ENSP00000354961,LJP009_SKL_24H:I01
CHEMBL434,P03905,ENSP00000354961,REP.A014_YAPC_24H:C13
CHEMBL255312,P03905,ENSP00000354961,REP.A011_A375_24H:O07
CHEMBL255312,P03905,ENSP00000354961,REP.A011_HA1E_24H:O07
CHEMBL76778,P03905,ENSP00000354961,REP.A023_A375_24H:D13
CHEMBL409026,P03905,ENSP00000354961,REP.A011_A375_24H:E13
CHEMBL302741,P03905,ENSP00000354961,REP.A008_HELA_24H:F01
CHEMBL3594232,P03905,ENSP00000354961,REP.A003_PC3_24H:M19
CHEMBL278849,P03905,ENSP00000354961,REP.A013_PC3_24H:D07
CHEMBL384847,P03905,ENSP00000354961,REP.A017_A375_24H:J07
CHEMBL373535,P03905,ENSP00000354961,REP.A024_YAPC_24H:E07
CHEMBL173231,P03905,ENSP00000354961,REP.A002_PC3_24H:M13
CHEMBL282290,P03905,ENSP00000354961,REP.A008_YAPC_24H:O13
CHEMBL248920,P03905,ENSP00000354961,REP.A008_PC3_24H:N01
CHEMBL199766,P03905,ENSP00000354961,REP.A023_HT29_24H:H19
CHEMBL3589665,P03905,ENSP00000354961,LJP009_HUVEC_24H:I01
CHEMBL59836,P03905,ENSP00000354961,REP.A005_YAPC_24H:F13
CHEMBL60270,P03905,ENSP00000354961,REP.A015_HELA_24H:K01
CHEMBL208978,P03905,ENSP00000354961,REP.A018_HA1E_24H:F19
CHEMBL256154,P03905,ENSP00000354961,REP.A011_YAPC_24H:O07
CHEMBL202696,P03905,ENSP00000354961,REP.A004_MCF7_24H:O13
CHEMBL409026,P03905,ENSP00000354961,REP.A025_A375_24H:B13
CHEMBL3600689,P03905,ENSP00000354961,REP.A005_HT29_24H:F01
CHEMBL2079586,P03905,ENSP00000354961,REP.A002_HT29_24H:D01
CHEMBL201472,P03905,ENSP00000354961,REP.A013_HT29_24H:M13
CHEMBL201472,P03905,ENSP00000354961,REP.A014_PC3_24H:P01
CHEMBL3604497,P03905,ENSP00000354961,LJP007_CD34_24H:E01
CHEMBL495232,P03905,ENSP00000354961,REP.A003_HELA_24H:J19
CHEMBL49176,P03905,ENSP00000354961,REP.A024_YAPC_24H:H13
CHEMBL109405,P03905,ENSP00000354961,REP.A013_HELA_24H:M13
CHEMBL3589663,P03905,ENSP00000354961,LJP009_NEU_24H:I01
CHEMBL394614,P03905,ENSP00000354961,REP.A023_A375_24H:M19
CHEMBL213538,P03905,ENSP00000354961,LJP008_ASC_24H:J07
CHEMBL115600,P03905,ENSP00000354961,REP.A008_MCF7_24H:F01
CHEMBL203211,P03905,ENSP00000354961,REP.A028_HELA_24H:B13
CHEMBL144493,P03905,ENSP00000354961,REP.A027_HA1E_24H:N07
CHEMBL3604499,P03905,ENSP00000354961,LJP007_HA1E_24H:E01
CHEMBL60270,P03905,ENSP00000354961,REP.A008_PC3_24H:L07
CHEMBL147656,P03905,ENSP00000354961,REP.A021_PC3_24H:F13
CHEMBL409026,P03905,ENSP00000354961,REP.A015_A375_24H:G07
CHEMBL3133821,P03905,ENSP00000354961,LPROT002_MCF7_6H:P04
CHEMBL3589663,P03905,ENSP00000354961,LJP009_A549_24H:I01
CHEMBL44312,P03905,ENSP00000354961,REP.A025_HELA_24H:H07
CHEMBL145081,P03905,ENSP00000354961,REP.A005_MCF7_24H:F13
CHEMBL320906,P03905,ENSP00000354961,REP.A007_HT29_24H:H19
CHEMBL351483,P03905,ENSP00000354961,REP.A001_HA1E_24H:B13
CHEMBL384403,P03905,ENSP00000354961,REP.A004_YAPC_24H:O13
CHEMBL157138,P03905,ENSP00000354961,REP.A013_YAPC_24H:N01
CHEMBL21156,P03905,ENSP00000354961,REP.A010_PC3_24H:M01
CHEMBL394614,P03905,ENSP00000354961,REP.A018_MCF7_24H:L07
CHEMBL474205,P03905,ENSP00000354961,REP.A003_PC3_24H:B07
CHEMBL409026,P03905,ENSP00000354961,REP.A011_A375_24H:I19
CHEMBL1214932,P03905,ENSP00000354961,REP.A007_YAPC_24H:C01
CHEMBL104042,P03905,ENSP00000354961,REP.A021_PC3_24H:J19
CHEMBL494191,P03905,ENSP00000354961,REP.A018_YAPC_24H:N01
CHEMBL1467585CHEMBL24077,P03905,ENSP00000354961,REP.A003_PC3_24H:J07
CHEMBL400236,P03905,ENSP00000354961,REP.A008_HELA_24H:O07
CHEMBL211358,P03905,ENSP00000354961,REP.A027_A375_24H:N07
CHEMBL1214932,P03905,ENSP00000354961,REP.A001_MCF7_24H:H19
CHEMBL144493,P03905,ENSP00000354961,REP.A027_MCF7_24H:N07
CHEMBL319037,P03905,ENSP00000354961,REP.A023_HA1E_24H:G01
CHEMBL252539,P03905,ENSP00000354961,REP.A003_A375_24H:K13
CHEMBL3589663,P03905,ENSP00000354961,REP.A019_HELA_24H:J01
CHEMBL358810,P03905,ENSP00000354961,REP.A021_A375_24H:F13
CHEMBL400236,P03905,ENSP00000354961,REP.A008_PC3_24H:O07
CHEMBL3357657,P03905,ENSP00000354961,LJP006_HS578T_24H:B07
CHEMBL109517,P03905,ENSP00000354961,REP.A018_MCF7_24H:E13
CHEMBL3604842,P03905,ENSP00000354961,REP.A006_HT29_24H:H07
CHEMBL934,P03905,ENSP00000354961,REP.A006_YAPC_24H:D01
CHEMBL356505,P03905,ENSP00000354961,REP.A018_PC3_24H:F19
CHEMBL213538,P03905,ENSP00000354961,LJP008_ASC.C_24H:J07
CHEMBL3357657,P03905,ENSP00000354961,LJP006_BT20_3H:B07
CHEMBL278849,P03905,ENSP00000354961,REP.A008_HELA_24H:O13
CHEMBL154517,P03905,ENSP00000354961,REP.A003_HELA_24H:K13
CHEMBL128184,P03905,ENSP00000354961,REP.A006_HELA_24H:H07
CHEMBL3589662,P03905,ENSP00000354961,LJP009_MCF7_24H:I01
CHEMBL44312,P03905,ENSP00000354961,LPROT001_PC3_6H:F20
CHEMBL212349,P03905,ENSP00000354961,LJP008_HUVEC_24H:J07
CHEMBL71358,P03905,ENSP00000354961,REP.A003_A375_24H:M19
CHEMBL476312,P03905,ENSP00000354961,LJP007_SKL.C_24H:B13
CHEMBL950,P03905,ENSP00000354961,REP.A013_A375_24H:K13
CHEMBL42557,P03905,ENSP00000354961,LJP008_NPC_24H:D19
CHEMBL49176,P03905,ENSP00000354961,REP.A003_A375_24H:D13
CHEMBL310867,P03905,ENSP00000354961,REP.A008_HT29_24H:H19
CHEMBL502078,P03905,ENSP00000354961,REP.A021_A375_24H:K19
CHEMBL142819,P03905,ENSP00000354961,REP.A026_PC3_24H:F01
CHEMBL3238099,P03905,ENSP00000354961,LPROT002_NPC.TAK_6H:O02
CHEMBL44312,P03905,ENSP00000354961,LJP008_PC3_24H:D19
CHEMBL494191,P03905,ENSP00000354961,REP.A018_A375_24H:N01
CHEMBL213481,P03905,ENSP00000354961,REP.A027_MCF7_24H:D07
CHEMBL3286598,P03905,ENSP00000354961,REP.A018_A375_24H:C13
CHEMBL206697,P03905,ENSP00000354961,REP.A022_PC3_24H:N01
CHEMBL109783,P03905,ENSP00000354961,REP.A024_HELA_24H:H13
CHEMBL435814,P03905,ENSP00000354961,REP.A010_YAPC_24H:H01
CHEMBL21156,P03905,ENSP00000354961,REP.A018_YAPC_24H:O19
CHEMBL401369,P03905,ENSP00000354961,REP.A013_A375_24H:D19
CHEMBL21156,P03905,ENSP00000354961,REP.A010_HA1E_24H:M01
CHEMBL385514,P03905,ENSP00000354961,REP.A027_A375_24H:N07
CHEMBL3589663,P03905,ENSP00000354961,LJP009_HME1_24H:I01
CHEMBL288447,P03905,ENSP00000354961,LPROT001_PC3_6H:F24
CHEMBL809,P03905,ENSP00000354961,REP.A022_HA1E_24H:N01
CHEMBL211358,P03905,ENSP00000354961,REP.A001_PC3_24H:H19
CHEMBL144493,P03905,ENSP00000354961,REP.A013_HT29_24H:M13
CHEMBL3357657,P03905,ENSP00000354961,LJP006_HT29_24H:B07
CHEMBL89241,P03905,ENSP00000354961,REP.A027_HA1E_24H:H13
CHEMBL385514,P03905,ENSP00000354961,REP.A005_HT29_24H:F13
CHEMBL409026,P03905,ENSP00000354961,REP.A012_HELA_24H:L07
CHEMBL285342,P03905,ENSP00000354961,REP.A008_HELA_24H:B19
CHEMBL285342,P03905,ENSP00000354961,REP.A014_YAPC_24H:H01
CHEMBL264349,P03905,ENSP00000354961,REP.A027_HA1E_24H:N07
CHEMBL256154,P03905,ENSP00000354961,LJP005_HEPG2_24H:J01
CHEMBL213457,P03905,ENSP00000354961,REP.A001_PC3_24H:H19
CHEMBL50098,P03905,ENSP00000354961,REP.A012_HA1E_24H:I01
CHEMBL3402677,P03905,ENSP00000354961,REP.A001_HA1E_24H:D07
CHEMBL278849,P03905,ENSP00000354961,REP.A008_YAPC_24H:O13
CHEMBL438257,P03905,ENSP00000354961,REP.A022_PC3_24H:N01
CHEMBL156639,P03905,ENSP00000354961,REP.A012_MCF7_24H:I01
CHEMBL3133821,P03905,ENSP00000354961,LPROT003_A549_6H:O04
CHEMBL654,P03905,ENSP00000354961,REP.A003_HELA_24H:M19
CHEMBL394614,P03905,ENSP00000354961,REP.A023_HT29_24H:M19
CHEMBL1214932,P03905,ENSP00000354961,REP.A014_PC3_24H:P01
CHEMBL296228,P03905,ENSP00000354961,REP.A026_PC3_24H:M01
CHEMBL148129,P03905,ENSP00000354961,REP.A018_HT29_24H:F19
CHEMBL135,P03905,ENSP00000354961,REP.A027_MCF7_24H:N07
CHEMBL3286556,P03905,ENSP00000354961,LJP008_HME1_24H:L19
CHEMBL435814,P03905,ENSP00000354961,REP.A007_HT29_24H:A19
CHEMBL115600,P03905,ENSP00000354961,REP.A015_HT29_24H:L07
CHEMBL3589662,P03905,ENSP00000354961,LJP009_A375_24H:I01
CHEMBL310867,P03905,ENSP00000354961,REP.A004_MCF7_24H:F01
CHEMBL38791,P03905,ENSP00000354961,REP.A019_HT29_24H:L19
CHEMBL288447,P03905,ENSP00000354961,LJP008_NPC.TAK_24H:D19
CHEMBL59532,P03905,ENSP00000354961,REP.A018_HT29_24H:N01
CHEMBL302684,P03905,ENSP00000354961,LJP009_A375_24H:F19
CHEMBL419471,P03905,ENSP00000354961,REP.A023_YAPC_24H:D13
CHEMBL201472,P03905,ENSP00000354961,REP.A014_HA1E_24H:P01
CHEMBL3600689,P03905,ENSP00000354961,REP.A018_HA1E_24H:H01
CHEMBL322067,P03905,ENSP00000354961,REP.A024_HT29_24H:I01
CHEMBL3589662,P03905,ENSP00000354961,REP.A019_YAPC_24H:J01
CHEMBL517866,P03905,ENSP00000354961,REP.A024_HELA_24H:E19
CHEMBL3238099,P03905,ENSP00000354961,LPROT002_MCF7_6H:P06
CHEMBL1214932,P03905,ENSP00000354961,REP.A026_A375_24H:A07
CHEMBL282290,P03905,ENSP00000354961,REP.A013_YAPC_24H:D07
CHEMBL109405,P03905,ENSP00000354961,REP.A005_MCF7_24H:F13
CHEMBL102010,P03905,ENSP00000354961,REP.A020_A375_24H:A13
CHEMBL3259917,P03905,ENSP00000354961,REP.A027_HT29_24H:N07
CHEMBL320906,P03905,ENSP00000354961,REP.A014_MCF7_24H:I07
CHEMBL80963,P03905,ENSP00000354961,REP.A023_YAPC_24H:D13
CHEMBL361875,P03905,ENSP00000354961,REP.A012_HA1E_24H:K01
CHEMBL392690,P03905,ENSP00000354961,LPROT002_A549_6H:G21
CHEMBL21156,P03905,ENSP00000354961,REP.A018_PC3_24H:O19
CHEMBL400236,P03905,ENSP00000354961,REP.A006_YAPC_24H:P13
CHEMBL400236,P03905,ENSP00000354961,REP.A008_A375_24H:O07
CHEMBL1214932,P03905,ENSP00000354961,REP.A001_PC3_24H:H19
CHEMBL388956,P03905,ENSP00000354961,REP.A018_HELA_24H:H01
CHEMBL109517,P03905,ENSP00000354961,REP.A006_HA1E_24H:H07
CHEMBL146359,P03905,ENSP00000354961,REP.A018_A375_24H:F19
CHEMBL256154,P03905,ENSP00000354961,LJP005_HA1E_24H:J01
CHEMBL288447,P03905,ENSP00000354961,LJP008_HEPG2_24H:D19
CHEMBL193726,P03905,ENSP00000354961,LJP005_HS578T_3H:P01
CHEMBL3589665,P03905,ENSP00000354961,LJP009_PC3_24H:I01
CHEMBL109405,P03905,ENSP00000354961,REP.A005_HELA_24H:F13
CHEMBL3238099,P03905,ENSP00000354961,LPROT003_A549_6H:O02
CHEMBL394614,P03905,ENSP00000354961,REP.A012_A375_24H:G01
CHEMBL109405,P03905,ENSP00000354961,REP.A005_A375_24H:F13
CHEMBL111184,P03905,ENSP00000354961,REP.A024_HELA_24H:H13
CHEMBL386865,P03905,ENSP00000354961,REP.A021_YAPC_24H:E13
CHEMBL102010,P03905,ENSP00000354961,REP.A020_HA1E_24H:A13
CHEMBL296228,P03905,ENSP00000354961,REP.A026_MCF7_24H:M01
CHEMBL301618,P03905,ENSP00000354961,REP.A021_YAPC_24H:F13
CHEMBL3527329,P03905,ENSP00000354961,REP.A013_PC3_24H:I07
CHEMBL384364,P03905,ENSP00000354961,REP.A016_HA1E_24H:P07
CHEMBL372020,P03905,ENSP00000354961,REP.A005_HELA_24H:F13
CHEMBL212349,P03905,ENSP00000354961,LJP008_HA1E_24H:J07
CHEMBL111184,P03905,ENSP00000354961,REP.A024_HA1E_24H:H13
CHEMBL256154,P03905,ENSP00000354961,LJP005_HT29_24H:J01
CHEMBL434,P03905,ENSP00000354961,REP.A014_PC3_24H:C13
CHEMBL409026,P03905,ENSP00000354961,REP.A009_PC3_24H:P13
CHEMBL109405,P03905,ENSP00000354961,REP.A007_HT29_24H:C01
CHEMBL392464,P03905,ENSP00000354961,REP.A028_HA1E_24H:I19
CHEMBL308829,P03905,ENSP00000354961,REP.A008_MCF7_24H:O13
CHEMBL476312,P03905,ENSP00000354961,REP.A003_HELA_24H:H13
CHEMBL54507,P03905,ENSP00000354961,REP.A017_PC3_24H:O19
CHEMBL357702,P03905,ENSP00000354961,REP.A021_HELA_24H:F13
CHEMBL12108,P03905,ENSP00000354961,REP.A021_A375_24H:D07
CHEMBL502979,P03905,ENSP00000354961,REP.A003_HA1E_24H:B07
CHEMBL427208,P03905,ENSP00000354961,REP.A027_YAPC_24H:J07
CHEMBL245548,P03905,ENSP00000354961,REP.A025_HT29_24H:F19
CHEMBL282290,P03905,ENSP00000354961,REP.A008_HA1E_24H:O13
CHEMBL320906,P03905,ENSP00000354961,REP.A008_A375_24H:H19
CHEMBL53,P03905,ENSP00000354961,REP.A015_MCF7_24H:P19
CHEMBL345458,P03905,ENSP00000354961,REP.A013_MCF7_24H:N01
CHEMBL145081,P03905,ENSP00000354961,REP.A013_MCF7_24H:M13
CHEMBL209803,P03905,ENSP00000354961,REP.A018_PC3_24H:F19
CHEMBL372020,P03905,ENSP00000354961,REP.A007_A375_24H:C01
CHEMBL80619,P03905,ENSP00000354961,REP.A019_MCF7_24H:L19
CHEMBL3425950,P03905,ENSP00000354961,REP.A001_YAPC_24H:M13
CHEMBL502979,P03905,ENSP00000354961,REP.A003_A375_24H:B07
CHEMBL322348,P03905,ENSP00000354961,REP.A008_YAPC_24H:F01
CHEMBL3628365,P03905,ENSP00000354961,LJP008_ASC_24H:O07
CHEMBL149484,P03905,ENSP00000354961,REP.A018_A375_24H:F19
CHEMBL384364,P03905,ENSP00000354961,REP.A016_A375_24H:P07
CHEMBL135,P03905,ENSP00000354961,REP.A001_HA1E_24H:H19
CHEMBL467378,P03905,ENSP00000354961,REP.A010_HELA_24H:I19
CHEMBL409026,P03905,ENSP00000354961,REP.A012_HT29_24H:L07
CHEMBL61038,P03905,ENSP00000354961,REP.A002_A375_24H:P07
CHEMBL302684,P03905,ENSP00000354961,LJP009_ASC_24H:F19
CHEMBL3589665,P03905,ENSP00000354961,LJP009_HA1E_24H:I01
CHEMBL395308,P03905,ENSP00000354961,REP.A002_PC3_24H:P13
CHEMBL115600,P03905,ENSP00000354961,REP.A018_PC3_24H:E13
CHEMBL385514,P03905,ENSP00000354961,REP.A027_MCF7_24H:N07
CHEMBL319037,P03905,ENSP00000354961,REP.A023_HT29_24H:G01
CHEMBL398370,P03905,ENSP00000354961,REP.A028_MCF7_24H:H19
CHEMBL301160,P03905,ENSP00000354961,REP.A009_HELA_24H:P19
CHEMBL41125,P03905,ENSP00000354961,REP.A026_YAPC_24H:G07
CHEMBL384364,P03905,ENSP00000354961,REP.A003_HELA_24H:K13
CHEMBL427208,P03905,ENSP00000354961,REP.A027_A375_24H:J07
CHEMBL3357657,P03905,ENSP00000354961,REP.A006_PC3_24H:P01
CHEMBL44,P03905,ENSP00000354961,REP.A017_HT29_24H:C13
CHEMBL320906,P03905,ENSP00000354961,REP.A008_MCF7_24H:H19
CHEMBL419753,P03905,ENSP00000354961,REP.A023_HA1E_24H:A13
CHEMBL59836,P03905,ENSP00000354961,REP.A001_A375_24H:H19
CHEMBL419753,P03905,ENSP00000354961,REP.A023_A375_24H:A13
CHEMBL3604499,P03905,ENSP00000354961,LJP007_ASC_24H:E01
CHEMBL3589663,P03905,ENSP00000354961,LJP009_MCF7_24H:I01
CHEMBL201472,P03905,ENSP00000354961,REP.A001_YAPC_24H:H19
CHEMBL391963,P03905,ENSP00000354961,REP.A026_MCF7_24H:L13
CHEMBL3589665,P03905,ENSP00000354961,REP.A019_HA1E_24H:J01
CHEMBL220535,P03905,ENSP00000354961,REP.A009_A375_24H:B13
CHEMBL435814,P03905,ENSP00000354961,LJP007_ASC_24H:K19
CHEMBL128914,P03905,ENSP00000354961,REP.A028_HA1E_24H:P01
CHEMBL182557,P03905,ENSP00000354961,REP.A027_HA1E_24H:G19
CHEMBL109405,P03905,ENSP00000354961,REP.A007_YAPC_24H:C01
CHEMBL199766,P03905,ENSP00000354961,REP.A023_HELA_24H:H19
CHEMBL264349,P03905,ENSP00000354961,REP.A001_HT29_24H:H19
CHEMBL409026,P03905,ENSP00000354961,REP.A025_YAPC_24H:B13
CHEMBL214291,P03905,ENSP00000354961,REP.A001_HT29_24H:H19
CHEMBL199766,P03905,ENSP00000354961,REP.A023_MCF7_24H:H19
CHEMBL320906,P03905,ENSP00000354961,REP.A007_HA1E_24H:H19
CHEMBL308593,P03905,ENSP00000354961,REP.A023_HELA_24H:C13
CHEMBL382277,P03905,ENSP00000354961,REP.A018_MCF7_24H:E13
CHEMBL320906,P03905,ENSP00000354961,REP.A024_MCF7_24H:E19
CHEMBL409026,P03905,ENSP00000354961,REP.A008_HELA_24H:L07
CHEMBL211210,P03905,ENSP00000354961,REP.A006_HELA_24H:B07
CHEMBL12108,P03905,ENSP00000354961,REP.A021_PC3_24H:D07
CHEMBL385514,P03905,ENSP00000354961,REP.A001_YAPC_24H:H19
CHEMBL142153,P03905,ENSP00000354961,REP.A020_PC3_24H:E19
CHEMBL109517,P03905,ENSP00000354961,REP.A008_MCF7_24H:F01
CHEMBL44312,P03905,ENSP00000354961,LJP008_HEPG2_24H:D19
CHEMBL320906,P03905,ENSP00000354961,REP.A024_HA1E_24H:E19
CHEMBL254198,P03905,ENSP00000354961,REP.A003_HELA_24H:K13
CHEMBL3608880,P03905,ENSP00000354961,REP.A002_HELA_24H:P07
CHEMBL319037,P03905,ENSP00000354961,REP.A018_A375_24H:O19
CHEMBL203211,P03905,ENSP00000354961,REP.A028_HT29_24H:B13
CHEMBL211358,P03905,ENSP00000354961,REP.A001_A375_24H:H19
CHEMBL278849,P03905,ENSP00000354961,REP.A013_YAPC_24H:D07
CHEMBL308593,P03905,ENSP00000354961,REP.A023_PC3_24H:C13
CHEMBL44312,P03905,ENSP00000354961,LJP008_CD34_24H:D19
CHEMBL109517,P03905,ENSP00000354961,REP.A008_HT29_24H:F01
CHEMBL201472,P03905,ENSP00000354961,REP.A013_A375_24H:M13
CHEMBL42557,P03905,ENSP00000354961,LJP008_HME1_24H:D19
CHEMBL220587,P03905,ENSP00000354961,REP.A009_HA1E_24H:B13
CHEMBL358527,P03905,ENSP00000354961,REP.A019_MCF7_24H:L19
CHEMBL49176,P03905,ENSP00000354961,REP.A003_YAPC_24H:D13
CHEMBL409026,P03905,ENSP00000354961,REP.A008_HT29_24H:L07
CHEMBL255312,P03905,ENSP00000354961,LJP005_SKBR3_3H:J01
CHEMBL135,P03905,ENSP00000354961,REP.A001_YAPC_24H:H19
CHEMBL409026,P03905,ENSP00000354961,REP.A015_HA1E_24H:K01
CHEMBL385514,P03905,ENSP00000354961,REP.A005_PC3_24H:F13
CHEMBL288447,P03905,ENSP00000354961,REP.A025_A375_24H:H07
CHEMBL3589665,P03905,ENSP00000354961,LJP009_MCF7_24H:I01
CHEMBL144493,P03905,ENSP00000354961,REP.A013_YAPC_24H:M13
CHEMBL409026,P03905,ENSP00000354961,REP.A015_YAPC_24H:G07
CHEMBL320906,P03905,ENSP00000354961,REP.A014_A375_24H:I07
CHEMBL302741,P03905,ENSP00000354961,REP.A015_HT29_24H:L07
CHEMBL1337960CHEMBL95,P03905,ENSP00000354961,REP.A028_HELA_24H:C13
CHEMBL3594232,P03905,ENSP00000354961,REP.A003_A375_24H:M19
CHEMBL382277,P03905,ENSP00000354961,REP.A006_HA1E_24H:H07
CHEMBL264349,P03905,ENSP00000354961,REP.A027_HELA_24H:N07
CHEMBL57347,P03905,ENSP00000354961,REP.A006_HELA_24H:C01
CHEMBL428594,P03905,ENSP00000354961,REP.A012_MCF7_24H:A19
CHEMBL115600,P03905,ENSP00000354961,REP.A008_A375_24H:F01
CHEMBL401369,P03905,ENSP00000354961,REP.A002_YAPC_24H:E13
CHEMBL253095,P03905,ENSP00000354961,REP.A013_PC3_24H:P19
CHEMBL203186,P03905,ENSP00000354961,REP.A018_HA1E_24H:O19
CHEMBL201472,P03905,ENSP00000354961,REP.A007_PC3_24H:C01
CHEMBL385358,P03905,ENSP00000354961,REP.A001_YAPC_24H:H19
CHEMBL302741,P03905,ENSP00000354961,REP.A008_PC3_24H:F01
CHEMBL3589663,P03905,ENSP00000354961,LJP009_HCC515_24H:I01
CHEMBL288447,P03905,ENSP00000354961,LJP008_NPC.CAS9_24H:D19
CHEMBL115600,P03905,ENSP00000354961,REP.A015_YAPC_24H:L07
