sig_index,sig_id
1831,REP.A011_MCF7_24H:E13
1832,REP.A011_MCF7_24H:F13
1833,REP.A011_MCF7_24H:I01
1834,REP.A011_MCF7_24H:I19
1835,REP.A011_MCF7_24H:M01
1836,REP.A011_MCF7_24H:M13
1837,REP.A011_MCF7_24H:N01
1838,REP.A011_MCF7_24H:O07
1839,REP.A011_MCF7_24H:P01
1840,REP.A011_MCF7_24H:P19
1841,REP.A011_PC3_24H:A13
1842,REP.A011_PC3_24H:B13
1843,REP.A011_PC3_24H:C01
1844,REP.A011_PC3_24H:C13
1845,REP.A011_PC3_24H:D07
1846,REP.A011_PC3_24H:E07
1847,REP.A011_PC3_24H:E13
1848,REP.A011_PC3_24H:F13
1849,REP.A011_PC3_24H:I01
1850,REP.A011_PC3_24H:I19
1851,REP.A011_PC3_24H:M01
1852,REP.A011_PC3_24H:M13
1853,REP.A011_PC3_24H:N01
1854,REP.A011_PC3_24H:O07
1855,REP.A011_PC3_24H:P01
1856,REP.A011_PC3_24H:P19
1857,REP.A011_YAPC_24H:A13
1858,REP.A011_YAPC_24H:B13
1859,REP.A011_YAPC_24H:C01
1860,REP.A011_YAPC_24H:C13
1861,REP.A011_YAPC_24H:D07
1862,REP.A011_YAPC_24H:E07
1863,REP.A011_YAPC_24H:E13
1864,REP.A011_YAPC_24H:F13
1865,REP.A011_YAPC_24H:I01
1866,REP.A011_YAPC_24H:I19
1867,REP.A011_YAPC_24H:M01
1868,REP.A011_YAPC_24H:M13
1869,REP.A011_YAPC_24H:N01
1870,REP.A011_YAPC_24H:O07
1871,REP.A011_YAPC_24H:P01
1872,REP.A011_YAPC_24H:P19
1873,REP.A012_A375_24H:A19
1874,REP.A012_A375_24H:B19
1875,REP.A012_A375_24H:D01
1876,REP.A012_A375_24H:E07
1877,REP.A012_A375_24H:E19
1878,REP.A012_A375_24H:F13
1879,REP.A012_A375_24H:G01
1880,REP.A012_A375_24H:G07
1881,REP.A012_A375_24H:H01
1882,REP.A012_A375_24H:H07
1883,REP.A012_A375_24H:I01
1884,REP.A012_A375_24H:I07
1885,REP.A012_A375_24H:I13
1886,REP.A012_A375_24H:J07
1887,REP.A012_A375_24H:K01
1888,REP.A012_A375_24H:K19
1889,REP.A012_A375_24H:L07
1890,REP.A012_A375_24H:L13
1891,REP.A012_A375_24H:M07
1892,REP.A012_A375_24H:N07
1893,REP.A012_A375_24H:O13
1894,REP.A012_A375_24H:P01
1895,REP.A012_HA1E_24H:A19
1896,REP.A012_HA1E_24H:B19
1897,REP.A012_HA1E_24H:D01
1898,REP.A012_HA1E_24H:E07
1899,REP.A012_HA1E_24H:E19
1900,REP.A012_HA1E_24H:F13
1901,REP.A012_HA1E_24H:G01
1902,REP.A012_HA1E_24H:G07
1903,REP.A012_HA1E_24H:H01
1904,REP.A012_HA1E_24H:H07
1905,REP.A012_HA1E_24H:I01
1906,REP.A012_HA1E_24H:I07
1907,REP.A012_HA1E_24H:J07
1908,REP.A012_HA1E_24H:K01
1909,REP.A012_HA1E_24H:K19
1910,REP.A012_HA1E_24H:L07
1911,REP.A012_HA1E_24H:L13
1912,REP.A012_HA1E_24H:M07
1913,REP.A012_HA1E_24H:N07
1914,REP.A012_HA1E_24H:O13
1915,REP.A012_HA1E_24H:P01
1916,REP.A012_HA1E_24H:I13
1917,REP.A012_HELA_24H:A19
1918,REP.A012_HELA_24H:B19
1919,REP.A012_HELA_24H:D01
1920,REP.A012_HELA_24H:E07
1921,REP.A012_HELA_24H:E19
1922,REP.A012_HELA_24H:F13
1923,REP.A012_HELA_24H:G01
1924,REP.A012_HELA_24H:H01
1925,REP.A012_HELA_24H:H07
1926,REP.A012_HELA_24H:I01
1927,REP.A012_HELA_24H:I07
1928,REP.A012_HELA_24H:I13
1929,REP.A012_HELA_24H:J07
1930,REP.A012_HELA_24H:K01
1931,REP.A012_HELA_24H:K19
1932,REP.A012_HELA_24H:L07
1933,REP.A012_HELA_24H:L13
1934,REP.A012_HELA_24H:M07
1935,REP.A012_HELA_24H:N07
1936,REP.A012_HELA_24H:O13
1937,REP.A012_HELA_24H:P01
1938,REP.A012_HELA_24H:G07
1939,REP.A012_HT29_24H:A19
1940,REP.A012_HT29_24H:B19
1941,REP.A012_HT29_24H:D01
1942,REP.A012_HT29_24H:E07
1943,REP.A012_HT29_24H:E19
1944,REP.A012_HT29_24H:F13
1945,REP.A012_HT29_24H:G01
1946,REP.A012_HT29_24H:G07
1947,REP.A012_HT29_24H:H01
1948,REP.A012_HT29_24H:H07
1949,REP.A012_HT29_24H:I01
1950,REP.A012_HT29_24H:I07
1951,REP.A012_HT29_24H:I13
1952,REP.A012_HT29_24H:J07
1953,REP.A012_HT29_24H:K01
1954,REP.A012_HT29_24H:K19
1955,REP.A012_HT29_24H:L07
1956,REP.A012_HT29_24H:L13
1957,REP.A012_HT29_24H:N07
1958,REP.A012_HT29_24H:O13
1959,REP.A012_HT29_24H:P01
1960,REP.A012_HT29_24H:M07
1961,REP.A012_MCF7_24H:A19
1962,REP.A012_MCF7_24H:B19
1963,REP.A012_MCF7_24H:D01
1964,REP.A012_MCF7_24H:E07
1965,REP.A012_MCF7_24H:E19
1966,REP.A012_MCF7_24H:F13
1967,REP.A012_MCF7_24H:G01
1968,REP.A012_MCF7_24H:G07
1969,REP.A012_MCF7_24H:H01
1970,REP.A012_MCF7_24H:H07
1971,REP.A012_MCF7_24H:I01
1972,REP.A012_MCF7_24H:I07
1973,REP.A012_MCF7_24H:I13
1974,REP.A012_MCF7_24H:J07
1975,REP.A012_MCF7_24H:K01
1976,REP.A012_MCF7_24H:K19
1977,REP.A012_MCF7_24H:L07
1978,REP.A012_MCF7_24H:L13
1979,REP.A012_MCF7_24H:M07
1980,REP.A012_MCF7_24H:N07
1981,REP.A012_MCF7_24H:O13
1982,REP.A012_MCF7_24H:P01
1983,REP.A012_PC3_24H:A19
1984,REP.A012_PC3_24H:B19
1985,REP.A012_PC3_24H:D01
1986,REP.A012_PC3_24H:E07
1987,REP.A012_PC3_24H:E19
1988,REP.A012_PC3_24H:F13
1989,REP.A012_PC3_24H:G01
1990,REP.A012_PC3_24H:G07
1991,REP.A012_PC3_24H:H01
1992,REP.A012_PC3_24H:H07
1993,REP.A012_PC3_24H:I01
1994,REP.A012_PC3_24H:I07
1995,REP.A012_PC3_24H:J07
1996,REP.A012_PC3_24H:K01
1997,REP.A012_PC3_24H:K19
1998,REP.A012_PC3_24H:L07
1999,REP.A012_PC3_24H:L13
2000,REP.A012_PC3_24H:M07
2001,REP.A012_PC3_24H:N07
2002,REP.A012_PC3_24H:O13
2003,REP.A012_PC3_24H:P01
2004,REP.A012_PC3_24H:I13
2005,REP.A012_YAPC_24H:A19
2006,REP.A012_YAPC_24H:B19
2007,REP.A012_YAPC_24H:D01
2008,REP.A012_YAPC_24H:E07
2009,REP.A012_YAPC_24H:E19
2010,REP.A012_YAPC_24H:F13
2011,REP.A012_YAPC_24H:G01
2012,REP.A012_YAPC_24H:G07
2013,REP.A012_YAPC_24H:H01
2014,REP.A012_YAPC_24H:H07
2015,REP.A012_YAPC_24H:I01
2016,REP.A012_YAPC_24H:I07
2017,REP.A012_YAPC_24H:J07
2018,REP.A012_YAPC_24H:K01
2019,REP.A012_YAPC_24H:K19
2020,REP.A012_YAPC_24H:L07
2021,REP.A012_YAPC_24H:L13
2022,REP.A012_YAPC_24H:M07
2023,REP.A012_YAPC_24H:N07
2024,REP.A012_YAPC_24H:O13
2025,REP.A012_YAPC_24H:P01
2026,REP.A012_YAPC_24H:I13
2027,REP.A013_A375_24H:A07
2028,REP.A013_A375_24H:B13
2029,REP.A013_A375_24H:B19
2030,REP.A013_A375_24H:C13
2031,REP.A013_A375_24H:D07
2032,REP.A013_A375_24H:D13
2033,REP.A013_A375_24H:D19
2034,REP.A013_A375_24H:E01
2035,REP.A013_A375_24H:F01
2036,REP.A013_A375_24H:F19
2037,REP.A013_A375_24H:I01
2038,REP.A013_A375_24H:J19
2039,REP.A013_A375_24H:L13
2040,REP.A013_A375_24H:M01
2041,REP.A013_A375_24H:M13
2042,REP.A013_A375_24H:M19
2043,REP.A013_A375_24H:N01
2044,REP.A013_A375_24H:O07
2045,REP.A013_A375_24H:P19
2046,REP.A013_A375_24H:I07
2047,REP.A013_A375_24H:K13
2048,REP.A013_HA1E_24H:A07
2049,REP.A013_HA1E_24H:B13
2050,REP.A013_HA1E_24H:B19
2051,REP.A013_HA1E_24H:C13
2052,REP.A013_HA1E_24H:D07
2053,REP.A013_HA1E_24H:D13
2054,REP.A013_HA1E_24H:D19
2055,REP.A013_HA1E_24H:E01
2056,REP.A013_HA1E_24H:F01
2057,REP.A013_HA1E_24H:F19
2058,REP.A013_HA1E_24H:I01
2059,REP.A013_HA1E_24H:I07
2060,REP.A013_HA1E_24H:J19
2061,REP.A013_HA1E_24H:K13
2062,REP.A013_HA1E_24H:L13
2063,REP.A013_HA1E_24H:M01
2064,REP.A013_HA1E_24H:M13
2065,REP.A013_HA1E_24H:M19
2066,REP.A013_HA1E_24H:N01
2067,REP.A013_HA1E_24H:O07
2068,REP.A013_HA1E_24H:P19
2069,REP.A013_HELA_24H:A07
2070,REP.A013_HELA_24H:B13
2071,REP.A013_HELA_24H:B19
2072,REP.A013_HELA_24H:C13
2073,REP.A013_HELA_24H:D07
2074,REP.A013_HELA_24H:D13
2075,REP.A013_HELA_24H:D19
2076,REP.A013_HELA_24H:E01
2077,REP.A013_HELA_24H:F01
2078,REP.A013_HELA_24H:F19
2079,REP.A013_HELA_24H:I01
2080,REP.A013_HELA_24H:I07
2081,REP.A013_HELA_24H:J19
2082,REP.A013_HELA_24H:K13
2083,REP.A013_HELA_24H:L13
2084,REP.A013_HELA_24H:M01
2085,REP.A013_HELA_24H:M13
2086,REP.A013_HELA_24H:M19
2087,REP.A013_HELA_24H:N01
2088,REP.A013_HELA_24H:O07
2089,REP.A013_HELA_24H:P19
2090,REP.A013_HT29_24H:A07
2091,REP.A013_HT29_24H:B13
2092,REP.A013_HT29_24H:B19
2093,REP.A013_HT29_24H:C13
2094,REP.A013_HT29_24H:D07
2095,REP.A013_HT29_24H:D13
2096,REP.A013_HT29_24H:D19
2097,REP.A013_HT29_24H:E01
2098,REP.A013_HT29_24H:F01
2099,REP.A013_HT29_24H:F19
2100,REP.A013_HT29_24H:I01
2101,REP.A013_HT29_24H:I07
2102,REP.A013_HT29_24H:J19
2103,REP.A013_HT29_24H:K13
2104,REP.A013_HT29_24H:L13
2105,REP.A013_HT29_24H:M01
2106,REP.A013_HT29_24H:M13
2107,REP.A013_HT29_24H:M19
2108,REP.A013_HT29_24H:N01
2109,REP.A013_HT29_24H:O07
2110,REP.A013_HT29_24H:P19
2111,REP.A013_MCF7_24H:A07
2112,REP.A013_MCF7_24H:B13
2113,REP.A013_MCF7_24H:B19
2114,REP.A013_MCF7_24H:C13
2115,REP.A013_MCF7_24H:D07
2116,REP.A013_MCF7_24H:D13
2117,REP.A013_MCF7_24H:D19
2118,REP.A013_MCF7_24H:E01
2119,REP.A013_MCF7_24H:F01
2120,REP.A013_MCF7_24H:F19
2121,REP.A013_MCF7_24H:I01
2122,REP.A013_MCF7_24H:I07
2123,REP.A013_MCF7_24H:J19
2124,REP.A013_MCF7_24H:K13
2125,REP.A013_MCF7_24H:L13
2126,REP.A013_MCF7_24H:M01
2127,REP.A013_MCF7_24H:M13
2128,REP.A013_MCF7_24H:M19
2129,REP.A013_MCF7_24H:N01
2130,REP.A013_MCF7_24H:O07
2131,REP.A013_MCF7_24H:P19
2132,REP.A013_PC3_24H:A07
2133,REP.A013_PC3_24H:B13
2134,REP.A013_PC3_24H:B19
2135,REP.A013_PC3_24H:C13
2136,REP.A013_PC3_24H:D07
2137,REP.A013_PC3_24H:D13
2138,REP.A013_PC3_24H:D19
2139,REP.A013_PC3_24H:E01
2140,REP.A013_PC3_24H:F01
2141,REP.A013_PC3_24H:F19
2142,REP.A013_PC3_24H:I01
2143,REP.A013_PC3_24H:I07
2144,REP.A013_PC3_24H:J19
2145,REP.A013_PC3_24H:K13
2146,REP.A013_PC3_24H:L13
2147,REP.A013_PC3_24H:M01
2148,REP.A013_PC3_24H:M13
2149,REP.A013_PC3_24H:M19
2150,REP.A013_PC3_24H:N01
2151,REP.A013_PC3_24H:O07
2152,REP.A013_PC3_24H:P19
2153,REP.A013_YAPC_24H:A07
2154,REP.A013_YAPC_24H:B13
2155,REP.A013_YAPC_24H:B19
2156,REP.A013_YAPC_24H:C13
2157,REP.A013_YAPC_24H:D07
2158,REP.A013_YAPC_24H:D13
2159,REP.A013_YAPC_24H:D19
2160,REP.A013_YAPC_24H:E01
2161,REP.A013_YAPC_24H:F01
2162,REP.A013_YAPC_24H:F19
2163,REP.A013_YAPC_24H:I01
2164,REP.A013_YAPC_24H:I07
2165,REP.A013_YAPC_24H:J19
2166,REP.A013_YAPC_24H:K13
2167,REP.A013_YAPC_24H:L13
2168,REP.A013_YAPC_24H:M01
2169,REP.A013_YAPC_24H:M13
2170,REP.A013_YAPC_24H:M19
2171,REP.A013_YAPC_24H:N01
2172,REP.A013_YAPC_24H:O07
2173,REP.A013_YAPC_24H:P19
2174,REP.A014_A375_24H:A13
2175,REP.A014_A375_24H:B07
2176,REP.A014_A375_24H:C13
2177,REP.A014_A375_24H:D07
2178,REP.A014_A375_24H:E13
2179,REP.A014_A375_24H:E19
2180,REP.A014_A375_24H:F13
2181,REP.A014_A375_24H:F19
2182,REP.A014_A375_24H:G01
2183,REP.A014_A375_24H:H01
2184,REP.A014_A375_24H:H13
2185,REP.A014_A375_24H:H19
2186,REP.A014_A375_24H:I07
2187,REP.A014_A375_24H:J01
2188,REP.A014_A375_24H:J19
2189,REP.A014_A375_24H:L07
2190,REP.A014_A375_24H:L13
2191,REP.A014_A375_24H:M19
2192,REP.A014_A375_24H:N07
2193,REP.A014_A375_24H:N13
2194,REP.A014_A375_24H:O07
2195,REP.A014_A375_24H:P01
2196,REP.A014_A375_24H:P13
2197,REP.A014_HA1E_24H:A13
2198,REP.A014_HA1E_24H:B07
2199,REP.A014_HA1E_24H:C13
2200,REP.A014_HA1E_24H:D07
2201,REP.A014_HA1E_24H:E13
2202,REP.A014_HA1E_24H:E19
2203,REP.A014_HA1E_24H:F13
2204,REP.A014_HA1E_24H:F19
2205,REP.A014_HA1E_24H:G01
2206,REP.A014_HA1E_24H:H01
2207,REP.A014_HA1E_24H:H19
2208,REP.A014_HA1E_24H:I07
2209,REP.A014_HA1E_24H:J01
2210,REP.A014_HA1E_24H:J19
2211,REP.A014_HA1E_24H:L07
2212,REP.A014_HA1E_24H:L13
2213,REP.A014_HA1E_24H:M19
2214,REP.A014_HA1E_24H:N07
2215,REP.A014_HA1E_24H:N13
2216,REP.A014_HA1E_24H:O07
2217,REP.A014_HA1E_24H:P01
2218,REP.A014_HA1E_24H:P13
2219,REP.A014_HA1E_24H:H13
2220,REP.A014_HELA_24H:A13
2221,REP.A014_HELA_24H:B07
2222,REP.A014_HELA_24H:C13
2223,REP.A014_HELA_24H:D07
2224,REP.A014_HELA_24H:E13
2225,REP.A014_HELA_24H:E19
2226,REP.A014_HELA_24H:F13
2227,REP.A014_HELA_24H:F19
2228,REP.A014_HELA_24H:G01
2229,REP.A014_HELA_24H:H01
2230,REP.A014_HELA_24H:H13
2231,REP.A014_HELA_24H:H19
2232,REP.A014_HELA_24H:I07
2233,REP.A014_HELA_24H:J01
2234,REP.A014_HELA_24H:J19
2235,REP.A014_HELA_24H:L07
2236,REP.A014_HELA_24H:L13
2237,REP.A014_HELA_24H:M19
2238,REP.A014_HELA_24H:N07
2239,REP.A014_HELA_24H:N13
2240,REP.A014_HELA_24H:O07
2241,REP.A014_HELA_24H:P01
2242,REP.A014_HELA_24H:P13
2243,REP.A014_HT29_24H:A13
2244,REP.A014_HT29_24H:B07
2245,REP.A014_HT29_24H:C13
2246,REP.A014_HT29_24H:D07
2247,REP.A014_HT29_24H:E13
2248,REP.A014_HT29_24H:E19
2249,REP.A014_HT29_24H:F13
2250,REP.A014_HT29_24H:F19
2251,REP.A014_HT29_24H:G01
2252,REP.A014_HT29_24H:H01
2253,REP.A014_HT29_24H:H13
2254,REP.A014_HT29_24H:H19
2255,REP.A014_HT29_24H:I07
2256,REP.A014_HT29_24H:J01
2257,REP.A014_HT29_24H:J19
2258,REP.A014_HT29_24H:L07
2259,REP.A014_HT29_24H:L13
2260,REP.A014_HT29_24H:M19
2261,REP.A014_HT29_24H:N07
2262,REP.A014_HT29_24H:N13
2263,REP.A014_HT29_24H:O07
2264,REP.A014_HT29_24H:P01
2265,REP.A014_HT29_24H:P13
2266,REP.A014_MCF7_24H:A13
2267,REP.A014_MCF7_24H:B07
2268,REP.A014_MCF7_24H:C13
2269,REP.A014_MCF7_24H:D07
2270,REP.A014_MCF7_24H:E13
2271,REP.A014_MCF7_24H:E19
2272,REP.A014_MCF7_24H:F13
2273,REP.A014_MCF7_24H:F19
2274,REP.A014_MCF7_24H:G01
2275,REP.A014_MCF7_24H:H01
2276,REP.A014_MCF7_24H:H13
2277,REP.A014_MCF7_24H:H19
2278,REP.A014_MCF7_24H:I07
2279,REP.A014_MCF7_24H:J01
2280,REP.A014_MCF7_24H:J19
2281,REP.A014_MCF7_24H:L07
2282,REP.A014_MCF7_24H:L13
2283,REP.A014_MCF7_24H:M19
2284,REP.A014_MCF7_24H:N07
2285,REP.A014_MCF7_24H:N13
2286,REP.A014_MCF7_24H:O07
2287,REP.A014_MCF7_24H:P01
2288,REP.A014_MCF7_24H:P13
2289,REP.A014_PC3_24H:A13
2290,REP.A014_PC3_24H:B07
2291,REP.A014_PC3_24H:C13
2292,REP.A014_PC3_24H:D07
2293,REP.A014_PC3_24H:E13
2294,REP.A014_PC3_24H:E19
2295,REP.A014_PC3_24H:F13
2296,REP.A014_PC3_24H:F19
2297,REP.A014_PC3_24H:G01
2298,REP.A014_PC3_24H:H01
2299,REP.A014_PC3_24H:H13
2300,REP.A014_PC3_24H:H19
2301,REP.A014_PC3_24H:I07
2302,REP.A014_PC3_24H:J01
2303,REP.A014_PC3_24H:J19
2304,REP.A014_PC3_24H:L07
2305,REP.A014_PC3_24H:L13
2306,REP.A014_PC3_24H:M19
2307,REP.A014_PC3_24H:N07
2308,REP.A014_PC3_24H:N13
2309,REP.A014_PC3_24H:O07
2310,REP.A014_PC3_24H:P01
2311,REP.A014_PC3_24H:P13
2312,REP.A014_YAPC_24H:A13
2313,REP.A014_YAPC_24H:B07
2314,REP.A014_YAPC_24H:D07
2315,REP.A014_YAPC_24H:E13
2316,REP.A014_YAPC_24H:E19
2317,REP.A014_YAPC_24H:F13
2318,REP.A014_YAPC_24H:F19
2319,REP.A014_YAPC_24H:G01
2320,REP.A014_YAPC_24H:H01
2321,REP.A014_YAPC_24H:H13
2322,REP.A014_YAPC_24H:H19
2323,REP.A014_YAPC_24H:I07
2324,REP.A014_YAPC_24H:J19
2325,REP.A014_YAPC_24H:L07
2326,REP.A014_YAPC_24H:L13
2327,REP.A014_YAPC_24H:M19
2328,REP.A014_YAPC_24H:N07
2329,REP.A014_YAPC_24H:N13
2330,REP.A014_YAPC_24H:O07
2331,REP.A014_YAPC_24H:P01
2332,REP.A014_YAPC_24H:P13
2333,REP.A014_YAPC_24H:C13
2334,REP.A014_YAPC_24H:J01
2335,REP.A015_A375_24H:A07
2336,REP.A015_A375_24H:A13
2337,REP.A015_A375_24H:A19
2338,REP.A015_A375_24H:B19
2339,REP.A015_A375_24H:D07
2340,REP.A015_A375_24H:D19
2341,REP.A015_A375_24H:E07
2342,REP.A015_A375_24H:E13
2343,REP.A015_A375_24H:G07
2344,REP.A015_A375_24H:G19
2345,REP.A015_A375_24H:H01
2346,REP.A015_A375_24H:H07
2347,REP.A015_A375_24H:I01
2348,REP.A015_A375_24H:I07
2349,REP.A015_A375_24H:J07
2350,REP.A015_A375_24H:K01
2351,REP.A015_A375_24H:L07
2352,REP.A015_A375_24H:M01
2353,REP.A015_A375_24H:N13
2354,REP.A015_A375_24H:N19
2355,REP.A015_A375_24H:O07
2356,REP.A015_A375_24H:O13
2357,REP.A015_A375_24H:P07
2358,REP.A015_A375_24H:P19
2359,REP.A015_A375_24H:C13
2360,REP.A015_HA1E_24H:A07
2361,REP.A015_HA1E_24H:A13
2362,REP.A015_HA1E_24H:A19
2363,REP.A015_HA1E_24H:B19
2364,REP.A015_HA1E_24H:C13
2365,REP.A015_HA1E_24H:D07
2366,REP.A015_HA1E_24H:D19
2367,REP.A015_HA1E_24H:E07
2368,REP.A015_HA1E_24H:E13
2369,REP.A015_HA1E_24H:G07
2370,REP.A015_HA1E_24H:G19
2371,REP.A015_HA1E_24H:H01
2372,REP.A015_HA1E_24H:H07
2373,REP.A015_HA1E_24H:I01
2374,REP.A015_HA1E_24H:I07
2375,REP.A015_HA1E_24H:J07
2376,REP.A015_HA1E_24H:K01
2377,REP.A015_HA1E_24H:L07
2378,REP.A015_HA1E_24H:M01
2379,REP.A015_HA1E_24H:N13
2380,REP.A015_HA1E_24H:N19
2381,REP.A015_HA1E_24H:O07
2382,REP.A015_HA1E_24H:O13
2383,REP.A015_HA1E_24H:P07
2384,REP.A015_HA1E_24H:P19
2385,REP.A015_HELA_24H:A07
2386,REP.A015_HELA_24H:A13
2387,REP.A015_HELA_24H:A19
2388,REP.A015_HELA_24H:B19
2389,REP.A015_HELA_24H:C13
2390,REP.A015_HELA_24H:D07
2391,REP.A015_HELA_24H:D19
2392,REP.A015_HELA_24H:E07
2393,REP.A015_HELA_24H:E13
2394,REP.A015_HELA_24H:G07
2395,REP.A015_HELA_24H:G19
2396,REP.A015_HELA_24H:H01
2397,REP.A015_HELA_24H:H07
2398,REP.A015_HELA_24H:I01
2399,REP.A015_HELA_24H:I07
2400,REP.A015_HELA_24H:J07
2401,REP.A015_HELA_24H:K01
2402,REP.A015_HELA_24H:L07
2403,REP.A015_HELA_24H:M01
2404,REP.A015_HELA_24H:N13
2405,REP.A015_HELA_24H:N19
2406,REP.A015_HELA_24H:O07
2407,REP.A015_HELA_24H:O13
2408,REP.A015_HELA_24H:P07
2409,REP.A015_HELA_24H:P19
2410,REP.A015_HT29_24H:A07
2411,REP.A015_HT29_24H:A13
2412,REP.A015_HT29_24H:A19
2413,REP.A015_HT29_24H:B19
2414,REP.A015_HT29_24H:C13
2415,REP.A015_HT29_24H:D07
2416,REP.A015_HT29_24H:D19
2417,REP.A015_HT29_24H:E07
2418,REP.A015_HT29_24H:E13
2419,REP.A015_HT29_24H:G07
2420,REP.A015_HT29_24H:G19
2421,REP.A015_HT29_24H:H01
2422,REP.A015_HT29_24H:H07
2423,REP.A015_HT29_24H:I01
2424,REP.A015_HT29_24H:I07
2425,REP.A015_HT29_24H:J07
2426,REP.A015_HT29_24H:K01
2427,REP.A015_HT29_24H:L07
2428,REP.A015_HT29_24H:M01
2429,REP.A015_HT29_24H:N13
2430,REP.A015_HT29_24H:N19
2431,REP.A015_HT29_24H:O07
2432,REP.A015_HT29_24H:O13
2433,REP.A015_HT29_24H:P07
2434,REP.A015_HT29_24H:P13
2435,REP.A015_HT29_24H:P19
2436,REP.A015_MCF7_24H:A07
2437,REP.A015_MCF7_24H:A13
2438,REP.A015_MCF7_24H:A19
2439,REP.A015_MCF7_24H:B19
2440,REP.A015_MCF7_24H:C13
2441,REP.A015_MCF7_24H:D07
2442,REP.A015_MCF7_24H:D19
2443,REP.A015_MCF7_24H:E07
2444,REP.A015_MCF7_24H:E13
2445,REP.A015_MCF7_24H:G07
2446,REP.A015_MCF7_24H:G19
2447,REP.A015_MCF7_24H:H01
2448,REP.A015_MCF7_24H:H07
2449,REP.A015_MCF7_24H:I01
2450,REP.A015_MCF7_24H:I07
2451,REP.A015_MCF7_24H:J07
2452,REP.A015_MCF7_24H:K01
2453,REP.A015_MCF7_24H:L07
2454,REP.A015_MCF7_24H:M01
2455,REP.A015_MCF7_24H:N13
2456,REP.A015_MCF7_24H:N19
2457,REP.A015_MCF7_24H:O07
2458,REP.A015_MCF7_24H:O13
2459,REP.A015_MCF7_24H:P07
2460,REP.A015_MCF7_24H:P19
2461,REP.A015_PC3_24H:A07
2462,REP.A015_PC3_24H:A13
2463,REP.A015_PC3_24H:A19
2464,REP.A015_PC3_24H:B19
2465,REP.A015_PC3_24H:C13
2466,REP.A015_PC3_24H:D07
2467,REP.A015_PC3_24H:D19
2468,REP.A015_PC3_24H:E07
2469,REP.A015_PC3_24H:E13
2470,REP.A015_PC3_24H:G07
2471,REP.A015_PC3_24H:G19
2472,REP.A015_PC3_24H:H01
2473,REP.A015_PC3_24H:H07
2474,REP.A015_PC3_24H:I01
2475,REP.A015_PC3_24H:I07
2476,REP.A015_PC3_24H:J07
2477,REP.A015_PC3_24H:K01
2478,REP.A015_PC3_24H:L07
2479,REP.A015_PC3_24H:M01
2480,REP.A015_PC3_24H:N13
2481,REP.A015_PC3_24H:N19
2482,REP.A015_PC3_24H:O07
2483,REP.A015_PC3_24H:O13
2484,REP.A015_PC3_24H:P07
2485,REP.A015_PC3_24H:P13
2486,REP.A015_PC3_24H:P19
2487,REP.A015_YAPC_24H:A07
2488,REP.A015_YAPC_24H:A13
2489,REP.A015_YAPC_24H:A19
2490,REP.A015_YAPC_24H:B19
2491,REP.A015_YAPC_24H:C13
2492,REP.A015_YAPC_24H:D07
2493,REP.A015_YAPC_24H:D19
2494,REP.A015_YAPC_24H:E07
2495,REP.A015_YAPC_24H:E13
2496,REP.A015_YAPC_24H:G07
2497,REP.A015_YAPC_24H:G19
2498,REP.A015_YAPC_24H:H01
2499,REP.A015_YAPC_24H:H07
2500,REP.A015_YAPC_24H:I01
2501,REP.A015_YAPC_24H:I07
2502,REP.A015_YAPC_24H:J07
2503,REP.A015_YAPC_24H:K01
2504,REP.A015_YAPC_24H:L07
2505,REP.A015_YAPC_24H:M01
2506,REP.A015_YAPC_24H:N13
2507,REP.A015_YAPC_24H:N19
2508,REP.A015_YAPC_24H:O07
2509,REP.A015_YAPC_24H:O13
2510,REP.A015_YAPC_24H:P07
2511,REP.A015_YAPC_24H:P13
2512,REP.A015_YAPC_24H:P19
2513,REP.A016_A375_24H:A07
2514,REP.A016_A375_24H:A13
2515,REP.A016_A375_24H:C01
2516,REP.A016_A375_24H:C07
2517,REP.A016_A375_24H:D01
2518,REP.A016_A375_24H:D07
2519,REP.A016_A375_24H:E07
2520,REP.A016_A375_24H:E19
2521,REP.A016_A375_24H:F01
2522,REP.A016_A375_24H:H01
2523,REP.A016_A375_24H:H19
2524,REP.A016_A375_24H:I07
2525,REP.A016_A375_24H:J01
2526,REP.A016_A375_24H:J07
2527,REP.A016_A375_24H:K01
2528,REP.A016_A375_24H:K13
2529,REP.A016_A375_24H:K19
2530,REP.A016_A375_24H:L01
2531,REP.A016_A375_24H:L19
2532,REP.A016_A375_24H:M01
2533,REP.A016_A375_24H:N01
2534,REP.A016_A375_24H:N13
2535,REP.A016_A375_24H:O13
2536,REP.A016_A375_24H:O19
2537,REP.A016_A375_24H:P07
2538,REP.A016_A375_24H:P13
2539,REP.A016_HA1E_24H:A07
2540,REP.A016_HA1E_24H:A13
2541,REP.A016_HA1E_24H:C01
2542,REP.A016_HA1E_24H:C07
2543,REP.A016_HA1E_24H:D01
2544,REP.A016_HA1E_24H:D07
2545,REP.A016_HA1E_24H:E07
2546,REP.A016_HA1E_24H:E19
2547,REP.A016_HA1E_24H:F01
2548,REP.A016_HA1E_24H:H01
2549,REP.A016_HA1E_24H:H19
2550,REP.A016_HA1E_24H:I07
2551,REP.A016_HA1E_24H:J01
2552,REP.A016_HA1E_24H:J07
2553,REP.A016_HA1E_24H:K01
2554,REP.A016_HA1E_24H:K13
2555,REP.A016_HA1E_24H:K19
